TransactionID,Amount,Time,Location,IsFraud
2208,430.5874216315692,6298.426241710992,39,0
323,333.4967145916883,60292.75266764669,37,0
681,410.36531476514716,13949.956863150343,12,0
1452,312.7451476985948,83523.41049759499,41,0
3741,453.13628974699003,16577.843132548933,5,0
525,420.7810653084575,69955.92313337284,15,0
489,475.7016271975138,29849.54576170571,32,0
1489,200.3934696224694,8354.4099656458,24,0
3280,397.8635192697713,63788.732105325784,25,0
2824,118.81717663972708,46727.45832714103,17,0
3740,293.1666452201033,34014.11494958895,20,0
1379,186.0243510058852,46514.572021528365,9,0
40,225.67472193240465,59086.061438573655,9,0
2712,263.8006585791637,67638.12059404721,26,0
2940,30.78692612137693,81081.87613145921,45,0
2798,314.9481996624506,21772.646350047795,46,0
1904,27.302563920717144,21800.685104387587,19,0
3885,8743.331235524325,51106.4235764625,95,1
1580,277.8817322298943,20588.22753578711,14,0
662,493.39247190856,44894.44878937985,20,0
1932,285.12744810016665,30591.17818748013,42,0
597,337.10329187530334,25627.318458372847,10,0
1391,125.66472703976734,28699.70590613369,43,0
2870,182.99469188414815,11259.474171087535,47,0
3887,7206.721677236089,4581.42661697565,72,1
1008,426.1058692670064,82550.72374024903,31,0
795,18.87399007221185,36933.10803360194,18,0
600,30.025621970574644,10967.997348429639,35,0
2505,108.23251260891736,33036.19180372465,25,0
2078,231.10727864868417,57824.780407272134,33,0
3914,4846.639845048408,55728.84805847142,71,1
3045,371.56364256895705,78575.93257276493,30,0
2051,234.56731434904165,14040.956041700223,42,0
858,241.31280310389963,47425.79217370219,29,0
2480,399.16322464920864,16843.05523902181,24,0
3286,47.09286638179586,1586.16437753295,7,0
2580,327.4305485353589,76881.86444923005,12,0
2758,446.16915732404715,4573.664833145897,29,0
2614,373.042987514515,34219.10685042432,27,0
3804,9807.205553734366,30587.296725965767,86,1
2694,237.4066281322169,18809.262621264883,13,0
682,136.37238525202054,40758.32196159314,7,0
4000,1534.044077257509,12196.745268223365,57,1
551,264.88011554487673,67772.63288558568,38,0
1199,377.3293975540331,70480.40088609685,39,0
3654,93.64709802311529,52186.03180469281,17,0
3273,364.4873945539069,53842.097479580974,3,0
822,12.2696912722554,66065.84211325308,10,0
1485,169.04705665113244,39774.704238849044,28,0
2086,253.9281289368022,41980.51637478258,28,0
1620,368.0187500172306,27711.381511719756,28,0
284,56.05115052202581,64547.5622799481,6,0
3989,8203.697762443104,82820.0449132154,77,1
316,351.027360985912,29458.820572032237,5,0
322,360.15200212303057,45400.63455554917,5,0
1085,472.91869092279103,9492.173027203648,47,0
274,457.4878707526709,52112.17037862262,10,0
3881,1190.730216050675,83859.84586288442,72,1
338,354.7923510962116,27953.02763874647,31,0
2698,162.81329037927276,2232.487199808967,26,0
2182,114.1957444218371,1466.132772856302,48,0
2415,257.67300777612047,66773.38320804988,6,0
3212,340.08625456270477,69630.26479488933,1,0
1604,183.94818985764928,21395.373961372305,46,0
3334,105.53784795114171,14012.643376040607,45,0
3320,388.6766909122653,49411.9459404536,34,0
2105,398.69806171474465,8566.224100786707,23,0
2323,307.87355490444486,338.5475957744578,48,0
1840,120.06164980348744,4234.001325518035,44,0
2361,15.736239258142993,13373.513410704074,9,0
3759,220.67923369211263,45669.675004195014,13,0
1304,275.23520429752455,28721.66620386515,26,0
3796,332.77164297624086,85555.22699074239,18,0
80,66.77583916731356,19991.28698295967,1,0
3822,3563.7051786468373,78857.36729485434,95,1
1846,127.93942879792743,23691.9936203263,48,0
291,24.94512247013422,63430.668781198234,7,0
1358,216.64325416799315,65357.37400224198,42,0
2426,451.0407596780756,54277.049988839,36,0
58,106.03160258538115,47577.31598368957,45,0
3711,15.039403008489094,72310.56475777549,33,0
539,230.76662630194582,33109.80761784255,44,0
3794,372.044671795186,77307.43567787956,14,0
3076,434.38686046972884,37556.19201454303,39,0
2963,174.44912259222292,14175.09402612496,22,0
3670,230.02899628576168,28869.95713396569,9,0
2757,240.29425139738893,31647.143768243517,7,0
345,205.26731985471298,79349.54763584661,32,0
829,371.3756115737767,55790.64374553104,5,0
3968,2658.3856855366935,50244.23297754236,58,1
2860,95.8586683318554,25589.67254429747,47,0
1094,261.2173703980892,20805.449708722168,11,0
1264,233.05787305008258,28329.177083177536,48,0
2191,137.54056020734146,1147.495978821319,26,0
2489,298.4784458443467,83513.44254729457,44,0
1190,357.004323436188,66506.10821485233,40,0
3060,476.19737821432733,54768.04950232298,4,0
2894,330.7788365643177,69397.52744828965,18,0
1600,448.153528585418,74913.99975754105,15,0
2273,248.95686362441955,14589.442601311852,2,0
454,454.1136486964206,43712.49493320985,35,0
971,335.1988710276976,603.2674264620773,28,0
1779,134.7886048025651,78781.12440820821,5,0
2857,118.21786365187437,21702.98919782597,9,0
836,215.27347025722847,82286.21540724981,32,0
700,245.75864990886058,36210.19446003617,28,0
590,84.43231982102424,3807.290439680952,29,0
2493,383.2811137750716,82227.08791214241,35,0
1310,409.26430573579097,83486.09932544325,22,0
3752,455.495879386257,35331.31316937646,5,0
2735,471.934916356115,6515.612005776906,42,0
1121,445.4865591357988,82258.19538960984,12,0
2595,80.00922105631174,85591.53249167626,22,0
420,378.66351942446323,21799.750498820962,41,0
2959,144.29507877767358,86331.5106287133,44,0
2816,388.0971863795178,62941.875884418834,22,0
1913,498.2038254373512,39129.12233990021,46,0
892,429.29126937208,30861.417656999074,8,0
43,26.850375346457014,41091.510973421515,29,0
3633,234.57856134791197,16713.8405002314,20,0
1345,373.92619538799073,35114.388759995214,31,0
3530,225.47283838887518,49549.688400180385,34,0
588,73.15106373621812,4207.234901753932,15,0
1250,312.15865411516165,44868.616644295,47,0
196,181.11269156020384,38198.04779632781,40,0
1944,356.7636580230487,85676.34323185011,15,0
2256,290.1684525036779,42593.70618357889,40,0
2040,132.97366405674603,54433.61400546668,33,0
3831,9913.367884191737,69164.50676530896,82,1
1300,356.1731059785816,3449.3068135081057,45,0
3570,432.4794570925125,77838.42789506799,14,0
2236,300.6785693526183,20362.97098735646,33,0
3730,301.65428872216864,22416.40838028179,8,0
3736,240.7705236930194,60591.74475643639,28,0
688,147.18975589353926,30657.472318929253,37,0
1364,319.46450784533505,40483.324332674034,18,0
3198,439.39652223973263,78760.24305952774,49,0
3260,448.8806410332015,78695.21263654622,12,0
3876,7069.893008217372,38713.69309665321,69,1
1936,404.44460984357715,58982.78757278241,13,0
3774,369.17005253908536,64481.51340596824,22,0
2477,74.01964847349683,22089.561695868768,48,0
3065,327.7673618581572,45995.924292017604,24,0
535,386.80383343845017,32914.23941002824,49,0
517,194.4670497702443,62386.50794720705,45,0
500,493.2432647950054,51466.73680755615,12,0
2481,145.1261084431649,71441.38199577849,43,0
81,432.9206786790408,43409.71761117492,17,0
1559,421.53203840469297,73726.60492799303,47,0
981,173.7795065003108,5891.323947735977,7,0
2598,253.3807571807938,28471.427750073315,43,0
3124,234.88085313244196,48892.77548079198,49,0
3370,350.3740698579266,20888.45344624449,35,0
3958,1893.0600647440892,81651.23700741542,71,1
1203,20.840540249208654,73832.89477266838,37,0
104,259.19963867070436,21701.024716181873,15,0
417,153.67327813205162,3592.4221307457015,8,0
2270,261.0582509974374,20636.22185887164,23,0
3464,303.6580369083245,34.69340378936501,43,0
3566,365.2529773865682,32245.11669068296,16,0
3987,1437.0998775336639,28230.427798044875,86,1
3331,314.03215467546556,24422.45995075614,44,0
3379,53.308624022414165,18189.661401268964,8,0
1754,128.18871422377532,52736.491565138196,30,0
1895,281.99162515812026,65217.09240250542,13,0
2190,335.8426027032377,71077.60527670891,36,0
720,368.1250628497857,1949.5738113420011,16,0
1718,350.56726214069107,66334.86297051878,28,0
3304,167.36945479161722,52997.919539515584,9,0
1879,155.79874114622208,61535.82572730651,36,0
2359,271.64406154840424,11755.25865489395,37,0
1445,435.38970464497766,61971.426074801355,4,0
2519,346.9838007909747,55963.012701940876,25,0
424,252.26594930426492,69977.4699141705,2,0
3382,221.84965093764018,35386.064115480796,42,0
1109,351.0501028463582,64071.31177153408,6,0
3347,142.76192217501907,65129.50480133108,32,0
820,174.24664840649146,74191.51767553118,22,0
391,495.3475195803299,65099.990360989155,15,0
3717,176.5862132586916,24645.111175304628,33,0
2156,127.53831525041292,53788.059975941134,4,0
3604,146.53510092636785,34950.486913191504,2,0
1467,488.81535026844546,25131.760205608727,26,0
2081,23.312036400524313,17647.75882970465,36,0
3454,192.83008302696797,78101.54483240643,39,0
737,202.29810263709135,36849.5781616968,42,0
3719,226.97108690643134,67994.70906653575,30,0
2076,436.58342827254336,22317.157076623967,29,0
672,449.41505806694835,85668.4318314862,21,0
3980,8318.290512694028,37673.9927636789,97,1
3669,22.236114437354303,53064.18866755233,46,0
3606,99.59051213572039,18732.753440274955,38,0
2314,354.1067953555155,47072.8519781845,5,0
1451,253.6156343641294,33354.80084031861,16,0
410,54.730471625205446,4927.125369912714,32,0
716,465.46928068143467,35196.38129198871,41,0
2501,415.4842718320885,67644.60027185426,46,0
2429,163.84369151490287,67450.9312530313,14,0
909,137.11748238133333,70869.88675683847,26,0
3576,192.01895868594463,6799.479136882478,13,0
1984,246.65474732182406,9283.727747137662,14,0
425,38.2037924081557,50382.45093020402,15,0
2597,142.99059641889005,43043.5554486318,7,0
1187,347.0640039273985,62909.260185844774,48,0
2615,164.97237336736032,17207.15595238659,22,0
2688,212.68491071013128,33143.82108668569,48,0
2644,325.6331185231988,2806.8419540302525,46,0
3022,222.05577100363868,44955.96130293573,41,0
3946,1754.6114620403293,63370.96750147607,87,1
1298,61.238241763856124,22672.083728675687,12,0
1575,116.20250204448007,41832.5499789184,21,0
2714,192.15225450410185,69040.69739469686,7,0
462,328.11304803687113,76314.83916322574,15,0
3272,14.889600562640194,37362.57120430586,9,0
3159,414.1241863000337,60707.19540423592,33,0
3835,8751.100706980636,84143.03907257046,93,1
2727,42.19048088763923,2144.207068860886,39,0
3583,187.08785174292132,85285.44742384367,47,0
637,270.98246056296136,30234.630548509693,4,0
1357,451.3439133655167,15901.468305138449,7,0
569,453.0377603019367,14114.887925623505,5,0
1324,117.41485380544171,41958.80338291261,41,0
3019,43.493068151879726,74261.05709399118,16,0
2534,17.01448605685939,43952.19703628544,5,0
1950,222.6694894251989,59329.03205296479,25,0
3399,132.01428069345405,80563.15973180311,47,0
1777,347.1860059824057,56176.17118090445,16,0
3652,204.9541944785393,37769.596275890995,29,0
2218,147.94538722331566,47253.50039172593,13,0
2773,405.4130905331569,6783.252634391892,32,0
2949,190.94757740561514,85780.69617732266,9,0
749,454.171334372628,57790.932281915215,6,0
2937,392.509541538523,81542.08399779211,37,0
1021,351.73593095095157,24553.523149493365,6,0
3262,258.82448133980176,44947.91425850698,3,0
3838,1140.062916328444,25979.535442982324,94,1
479,484.9582424533585,10957.595548356185,16,0
3367,169.0107820859176,74282.21041118978,4,0
1450,344.79153386192644,41049.36273011058,28,0
3329,78.75901391482235,28037.37448819705,17,0
2728,121.83532811191256,72165.08679772599,27,0
706,495.08051387107315,24678.085411777804,25,0
3240,282.87043715432696,57337.175874294684,7,0
237,147.57845759601935,84436.98617374104,42,0
3728,55.25665877457547,47314.03109648375,26,0
1884,382.9495531511474,18292.12175358468,18,0
1978,220.53183824207818,12622.743262770067,12,0
2367,70.27161461063537,35200.04094904482,40,0
2838,32.00653650785177,50748.75664492985,30,0
3106,222.8576263132388,4522.796216465451,38,0
3494,442.62826009417387,42576.30828273217,48,0
699,85.63773048435914,22579.172745297157,13,0
1705,225.36072743012596,26804.328515542493,24,0
1615,173.170937398517,4259.0441748455805,31,0
2239,48.694889473506024,10955.675444552067,38,0
2832,334.59266573352335,11957.551427645963,4,0
1088,91.84663358511686,59086.378792140364,14,0
2499,490.5622783558804,62601.8033513219,18,0
1893,402.0347746625882,59048.30146958817,49,0
157,339.3464182288805,80046.47214341437,16,0
57,53.36132600544055,30643.160110711156,30,0
1382,201.62995295936275,71674.48783541104,21,0
3421,384.5331593538494,81740.93340114703,22,0
3519,44.80709563156104,38252.384153838,3,0
3684,126.09732920425783,42882.287438970336,11,0
1293,288.0950156481635,72071.77894920933,6,0
3243,275.0434518806596,55818.4559699459,11,0
2944,360.06784039490867,74463.3063326733,48,0
2283,241.52174395319165,32602.908432698925,39,0
2790,497.461454043316,68300.37569090717,48,0
510,365.6025591102964,67691.76998825672,40,0
1210,498.59100507727845,37181.94039695812,44,0
3547,50.54104945291305,39307.74711914877,34,0
3824,6625.175087512937,33641.39609695301,74,1
314,481.6977231921833,7765.359990004282,16,0
2376,144.93677538515507,45533.458763844515,45,0
2459,249.55993757830117,72255.56945205254,13,0
3462,86.54121865644477,16451.72605655224,13,0
1616,338.04860804711313,33375.25772457511,10,0
1990,367.4590320396744,18267.660691105924,25,0
3564,215.11756470998168,73405.45511848437,25,0
2369,178.15200305460255,4832.036651078697,35,0
248,483.6608613313981,48749.62896154392,46,0
1588,208.11619637110314,83546.07966302245,45,0
1254,71.34103817924972,7341.087446449898,41,0
1078,343.02716851960423,60141.30003939218,16,0
1378,262.2605034255482,7491.447440263315,8,0
1460,332.85388041400205,75837.5485801308,43,0
1679,95.02701234338925,66203.60884649673,34,0
3705,474.10911682112146,48109.106328045775,22,0
860,42.19723331989266,62241.177477868914,4,0
3332,373.7040617275527,39819.05872729793,9,0
756,399.072342742445,48780.63120385125,29,0
514,434.3713058552001,75611.54464886754,36,0
2154,414.7293242269601,53247.5206577981,27,0
831,120.05636324059117,10363.934165555793,47,0
3716,162.82092352422535,70897.80435844461,5,0
1082,53.81139113300716,40525.120585568504,36,0
2194,284.6159091804156,43110.83038067652,10,0
2339,69.3022502377446,55071.57437647675,37,0
2915,119.90380680967208,74047.30804776194,17,0
2186,469.7693610397565,1210.854314251323,26,0
1218,343.4446580166094,27826.63504091105,16,0
2124,214.70287984479884,55989.8194799705,49,0
141,481.5991745216345,65429.24932300326,40,0
2120,442.384020519596,50613.84526019711,34,0
3751,448.825795584601,81706.19360118952,17,0
1383,485.0120379442909,11551.304540111289,31,0
1892,206.73221477203126,13544.101035501635,37,0
384,439.96128662825595,27236.68715371255,45,0
2398,22.46940235381793,72765.5383474371,31,0
1449,472.8609675422714,39475.12939809986,41,0
225,139.94916016404548,58155.16011072915,24,0
2577,489.70074643565636,64049.07240150586,38,0
2187,436.8901963088955,48976.56863660978,21,0
2871,448.10620824129285,29862.175999924133,17,0
2975,198.3339688768261,37137.42064912342,2,0
218,375.78078850783186,77387.61118463567,6,0
2397,85.68527613942865,21033.442088531483,9,0
1016,463.37167553367624,80766.33271137648,9,0
3597,122.61509564083303,14039.86309699174,19,0
853,112.85374061683703,41081.10179610819,30,0
140,486.17322053327075,36127.70969726589,38,0
279,353.96376985627467,66405.42699090065,35,0
152,127.38532642681649,72139.43857199648,33,0
3932,3144.589988032613,41452.24531239744,69,1
3922,7128.356829791525,82109.67637080139,57,1
2033,237.32691847728475,70507.30381467755,45,0
3463,321.6107601450883,57883.98161023644,40,0
2068,136.724209095139,20132.838523886527,43,0
3446,328.2593755566492,4066.0874965682556,45,0
337,429.17568616539353,62966.42390453594,25,0
1504,177.21143553681662,77181.5082632938,23,0
1125,331.0685705131206,4285.95048139531,41,0
1332,362.40887135340927,44473.72554058578,27,0
1513,478.206611017918,80084.81336940266,10,0
472,485.24062508674314,82474.49625340124,29,0
327,281.63348573058636,58720.306958940404,30,0
1457,347.86810800546493,5940.337514902917,3,0
750,315.8766179978561,69003.8594228134,10,0
3528,382.05332839005206,63776.22521832199,19,0
1696,43.40443159889185,28838.29798683053,2,0
2646,186.4247282914794,46586.34381259996,4,0
1368,455.42593512616406,11262.510435738142,5,0
3480,206.92472794645772,52359.595079277424,30,0
142,133.37332495442843,77584.14548764893,1,0
715,180.9454506060677,47565.93720351389,37,0
1032,302.172240456206,63890.141751826035,24,0
578,464.0279363291323,72502.26693731302,30,0
1982,403.2952217998981,35009.03311850849,2,0
1527,149.5877219613422,7134.234454247948,29,0
1633,335.80674499873686,58481.76463150261,19,0
280,399.93840802368953,19549.937952275286,45,0
1795,30.41972129516829,31109.175526814728,35,0
3211,88.57904899867414,21641.72659917956,43,0
2219,437.6493813874027,47195.79265130552,44,0
910,196.0492800019608,56051.75064052957,46,0
1863,96.94009704015636,70230.32394077587,6,0
1044,316.6867744541345,3723.8494131351986,22,0
1119,140.14402086846596,65648.76408821276,10,0
3115,107.6424648687324,25217.32409594494,40,0
808,463.5285713243204,15795.076769789119,34,0
3094,421.5027872655691,33140.22258303004,19,0
2136,446.22644597872306,63297.73721437045,13,0
652,273.18220549108844,49970.28353326906,23,0
545,312.88283782436895,50803.24004031989,36,0
544,339.1333353588698,71395.84606609613,2,0
1432,262.64205400383264,36230.51638822651,16,0
2557,266.0625336750051,46703.75115360304,48,0
882,339.22744436337695,21495.610547064898,17,0
3322,42.56702963037334,10582.394415865681,7,0
1475,170.24624916598697,40748.51795287061,17,0
3749,207.17906705666275,71681.22478249301,34,0
3282,99.8866762376829,66105.20951710251,42,0
3143,296.37996578113876,58147.905567341695,2,0
898,449.20455107534866,43870.277219492345,16,0
370,43.98703742883107,8350.113682461797,22,0
3444,497.8592436544529,45959.00926056118,2,0
1263,162.07735987255114,43404.925245589046,8,0
3872,8452.535884595887,4974.209162161671,61,1
413,475.79750199940247,47031.39829160534,18,0
3069,132.9375923886402,49945.429613872446,1,0
2077,127.01014357695425,74909.80283707587,20,0
3858,8692.715188276525,693.9530388538217,70,1
3553,294.54255143159963,42879.89884325527,36,0
651,52.59094116283761,36288.95077114527,10,0
3698,337.2552742833986,73467.44998481654,34,0
3773,178.53926641326592,12795.90900138381,4,0
3514,410.31721456319997,31327.1895681801,47,0
3591,476.2079645749151,56148.24283510248,20,0
3026,193.22131303627867,70079.43452877949,18,0
2221,354.8061289557899,36113.824987797336,9,0
91,68.60118050976783,65007.17703104727,5,0
2232,33.58998962939319,30764.214643894113,48,0
622,112.58116843498804,82660.64548803982,42,0
2457,227.58143710907942,53531.936020260306,4,0
1115,300.54056807243455,14362.216881263314,14,0
2445,225.8162616530878,65398.47941897399,11,0
887,329.84559284741863,12031.551715798423,37,0
433,312.9268510249679,30984.904680790296,26,0
2316,74.42966875001099,60687.24950136372,46,0
2280,44.75678590554898,30806.690789683184,45,0
2865,223.94095298669538,77199.26152838266,9,0
3390,336.7552217397725,52278.15629702106,4,0
2578,305.71161706125554,71505.52658056685,3,0
3817,5874.359165185087,4021.1874333274814,96,1
1174,137.30375472143828,61108.897988649645,28,0
2862,148.41458454874305,38176.16037906792,24,0
3255,175.2312220272185,42374.80195798608,40,0
3000,436.9928767535186,45517.00314675572,40,0
334,66.87559384838895,54752.682219741706,49,0
861,390.00853218055516,44160.218365492845,28,0
1061,438.101785951306,54037.45009439367,18,0
1509,307.87349546878784,76673.47985599913,25,0
1900,394.05797439784465,25250.309862283113,14,0
1483,276.7996580008163,15479.762540269036,3,0
3904,1771.7594581999392,81991.64253193309,80,1
1347,179.50814634801182,56046.20717007629,10,0
1193,179.4826979069488,29517.792136467997,48,0
653,297.55214783023075,71937.65721537772,3,0
1123,432.4425324600708,51617.88655834349,19,0
94,285.02582680905317,37018.762892535924,9,0
877,360.8263921352248,4077.7950266535454,29,0
362,325.21122703675303,7348.871706270432,20,0
643,113.60952342830687,19410.399156248637,8,0
2392,91.76149883238888,55538.4894698454,8,0
2140,430.50675604701036,24302.986290982146,6,0
977,301.5881860431249,51.661915326314656,48,0
3119,131.70436758120212,53166.05343030882,23,0
2319,216.69580748402737,22900.085632162078,28,0
2566,154.6923420834922,50297.31096319371,36,0
1885,88.43510112774077,12462.337824604145,5,0
3160,153.26772410197464,82596.67708257264,22,0
505,345.51827455140085,71577.1011691288,36,0
1576,56.90013220487925,68602.84850297918,11,0
3738,378.07679710748096,30324.293907214294,16,0
2502,384.61861938081165,38245.378889701424,37,0
2476,436.2848882273656,56395.70989435216,23,0
2295,12.697841588606202,17710.205716158693,47,0
3007,453.98265963581764,63890.6100955874,31,0
881,123.22665032815499,23376.319760562455,7,0
937,19.0114315082587,44270.739711254006,15,0
3036,145.39636314826828,13524.12403912004,40,0
2848,132.99067779852714,77436.58030314442,48,0
461,67.5878609207814,9948.629813345378,12,0
1519,129.30632532238664,12339.15590645574,2,0
2092,482.5935604113977,50650.7470946578,10,0
1861,390.45924878486505,15906.354338386682,32,0
3673,365.0531605553382,75236.87569001298,19,0
364,277.3522267648081,32830.1924226101,4,0
83,172.1400321777981,82781.39597063907,4,0
3855,1640.39730294323,84245.95491252914,79,1
3676,147.7143775817757,42955.25305400804,48,0
3386,440.80102857461134,79680.09468857992,12,0
3235,201.60610587242533,38511.056526007895,13,0
1522,467.873653134702,24106.316286049627,8,0
2118,311.496032284203,57577.591125640996,49,0
3500,371.33878202763185,55242.98681363407,27,0
2025,215.2087263463391,15030.464190048458,44,0
1116,294.24224184052747,79184.66265638043,16,0
3087,209.9943285246821,17873.730036485667,14,0
1631,380.5200311586706,52472.8296109209,17,0
1435,78.42911483059332,43600.66168125038,4,0
3550,286.07009859708853,81271.29592968024,41,0
2927,405.2798246504222,29147.82437006896,47,0
1069,183.76485724398052,51534.75531573017,39,0
3854,4331.331265153753,71670.73668091556,76,1
1142,180.4265118720746,37471.190226080835,17,0
1204,168.56900738327522,29376.37895557468,18,0
3214,350.0352993499768,16547.4422251328,47,0
2715,10.663276600579396,43932.588650613456,8,0
2109,145.6831988151264,19048.649558345554,21,0
485,296.31401284231913,47724.43430740904,1,0
1031,28.133741010591386,68812.46451562844,28,0
2116,84.5310987789137,7276.004165701296,15,0
1229,492.1490475003158,62733.731168204686,36,0
3135,108.13818875513668,81874.68409618564,10,0
231,399.45753873540775,57997.79929979705,32,0
256,282.8326186045916,1399.7143301299668,48,0
2425,151.72993826660073,9141.554147602828,7,0
64,184.80913007985873,22061.062693144293,16,0
3594,293.86408866434954,46360.35561847279,23,0
3158,41.363109838224254,58518.77929940097,27,0
1455,24.889659251450063,74559.7114542448,2,0
1388,74.12809375199141,31398.099724750493,15,0
1238,241.872854278863,83792.349904359,8,0
2184,158.93373660795467,3852.4112122300407,9,0
2015,270.8861343148564,6053.935310310769,39,0
2656,214.0871716329007,16523.319952176887,32,0
2291,309.28223482712644,36195.809297812935,44,0
1786,448.6076929462028,4760.7726377230065,30,0
3048,179.79684229683193,38780.75799233306,43,0
1183,319.98472763563456,57310.045301145765,19,0
1681,179.5888660035149,70124.57404803534,35,0
792,297.25261768823066,17869.065966725437,16,0
236,364.0015364781376,85399.57387844476,2,0
2533,154.36350420963464,46491.378980064015,5,0
1993,309.01032324404423,83414.76202949368,49,0
594,179.37696882869298,3938.557646764984,8,0
1292,75.03071948109957,4557.077466815583,16,0
2443,383.3318881763863,47012.486569611916,35,0
3986,6258.4138185805095,78653.92432106781,86,1
1532,309.06355382235,27341.896107549557,28,0
1667,112.17015203509455,67195.69142985732,44,0
1165,88.77234906367102,41696.74676115539,24,0
1526,135.82051818304888,49986.01309278512,27,0
2586,316.1440927668072,54302.73696722026,21,0
250,427.97463317900645,17412.05185974543,25,0
941,144.28705813673093,62097.24498585428,25,0
3412,73.739528216184,14754.377664288308,5,0
644,170.47370256717818,34502.33492921283,2,0
1959,321.72690870703406,37822.900750974295,44,0
3325,393.1603888074,35426.055174486595,40,0
3766,156.9716141907411,77250.19991957216,35,0
1181,481.86608189090737,84437.3223224867,6,0
2309,65.78081280353469,16932.68795823223,26,0
1188,43.240158961534235,51861.72183260397,36,0
2171,346.30032637618774,68369.24571661442,13,0
1409,296.82363855440855,75127.70924481425,43,0
3092,479.2146973910705,77825.67803574329,45,0
2030,330.5455547222965,46206.673886695025,22,0
3635,55.95049786593808,1991.2684383308801,28,0
1161,414.6502077767337,47148.131705445434,8,0
3621,339.6546610621087,16954.641937830726,37,0
647,300.86030224148385,15629.060279136815,10,0
1839,464.7609837597644,1511.845688510375,33,0
14,114.04616423235531,53047.0344665001,7,0
2588,344.4824383994672,64163.74950849806,27,0
3476,403.37735806400525,75600.75165787902,11,0
2515,317.030330435673,23977.970343566718,20,0
1138,252.6217982368474,49157.7537555519,28,0
3847,8446.457742466224,86251.16985464848,60,1
